bodyId,class,type,instance,somaSide
71494,Kenyon_Cell,KCab-s,KCab-s_R,R
71501,Kenyon_Cell,KCab-s,KCab-s_L,L
71512,Kenyon_Cell,KCab-c,KCab-c_R,R
71530,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
71610,Kenyon_Cell,KCab-m,KCab-m_L,L
71618,Kenyon_Cell,KCg-m,KCg-m_L,L
71627,Kenyon_Cell,KCab-s,KCab-s_R,R
71676,Kenyon_Cell,KCab-s,KCab-s_R,R
71688,Kenyon_Cell,KCg-d,KCg-d_R,R
71691,Kenyon_Cell,KCab-c,KCab-c_R,R
71770,Kenyon_Cell,KCg-m,KCg-m_R,R
71800,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
71814,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
71840,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
71902,Kenyon_Cell,KCg-m,KCg-m_R,R
71907,Kenyon_Cell,KCab-m,KCab-m_L,L
71908,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
71970,Kenyon_Cell,KCab-s,KCab-s_L,L
72002,Kenyon_Cell,KCg-m,KCg-m_L,L
72032,Kenyon_Cell,KCg-m,KCg-m_R,R
72049,Kenyon_Cell,KCg-m,KCg-m_R,R
72097,Kenyon_Cell,KCg-m,KCg-m_L,L
72111,Kenyon_Cell,KCg-m,KCg-m_R,R
72116,Kenyon_Cell,KCg-m,KCg-m_L,L
72141,Kenyon_Cell,KCg-m,KCg-m_R,R
72166,Kenyon_Cell,KCab-m,KCab-m_R,R
72195,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
72196,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
72201,Kenyon_Cell,KCab-c,KCab-c_L,L
72230,Kenyon_Cell,KCg-d,KCg-d_R,R
72234,Kenyon_Cell,KCab-s,KCab-s_R,R
72239,Kenyon_Cell,KCab-s,KCab-s_R,R
72242,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
72299,Kenyon_Cell,KCab-c,KCab-c_R,R
72344,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
72350,Kenyon_Cell,KCg-m,KCg-m_L,L
72359,Kenyon_Cell,KCab-s,KCab-s_R,R
72362,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
72375,Kenyon_Cell,KCab-m,KCab-m_R,R
72387,Kenyon_Cell,KCg-m,KCg-m_R,R
72433,Kenyon_Cell,KCab-c,KCab-c_R,R
72438,Kenyon_Cell,KCab-p,KCab-p_R,R
72495,Kenyon_Cell,KCab-s,KCab-s_R,R
72512,Kenyon_Cell,KCg-d,KCg-d_R,R
72516,Kenyon_Cell,KCab-m,KCab-m_L,L
72523,Kenyon_Cell,KCg-m,KCg-m_R,R
72538,Kenyon_Cell,KCab-s,KCab-s_R,R
72559,Kenyon_Cell,KCab-s,KCab-s_L,L
72601,DAN,PAM06,PAM06(B'2m)_L,L
72604,Kenyon_Cell,KCg-m,KCg-m_L,L
72606,Kenyon_Cell,KCg-m,KCg-m_L,L
72610,Kenyon_Cell,KCab-m,KCab-m_L,L
72643,Kenyon_Cell,KCg-m,KCg-m_R,R
72645,Kenyon_Cell,KCab-s,KCab-s_R,R
72678,Kenyon_Cell,KCg-m,KCg-m_L,L
72681,Kenyon_Cell,KCab-m,KCab-m_L,L
72684,Kenyon_Cell,KCg-m,KCg-m_L,L
72693,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
72694,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
72695,Kenyon_Cell,KCg-m,KCg-m_R,R
72723,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
72755,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
72854,Kenyon_Cell,KCg-m,KCg-m_L,L
72855,Kenyon_Cell,KCab-s,KCab-s_L,L
72865,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
72913,Kenyon_Cell,KCab-s,KCab-s_R,R
72916,Kenyon_Cell,KCg-m,KCg-m_R,R
72939,Kenyon_Cell,KCg-m,KCg-m_R,R
72978,Kenyon_Cell,KCab-s,KCab-s_R,R
73006,Kenyon_Cell,KCab-s,KCab-s_R,R
73013,Kenyon_Cell,KCg-m,KCg-m_L,L
73039,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
73125,Kenyon_Cell,KCg-m,KCg-m_L,L
73146,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
73161,Kenyon_Cell,KCg-m,KCg-m_R,R
73191,Kenyon_Cell,KCab-s,KCab-s_R,R
73195,Kenyon_Cell,KCg-m,KCg-m_R,R
73196,Kenyon_Cell,KCg-m,KCg-m_L,L
73197,Kenyon_Cell,KCg-m,KCg-m_L,L
73227,Kenyon_Cell,KCg-d,KCg-d_R,R
73248,Kenyon_Cell,KCab-c,KCab-c_R,R
73296,Kenyon_Cell,KCg-m,KCg-m_R,R
73306,Kenyon_Cell,KCab-s,KCab-s_R,R
73335,Kenyon_Cell,KCg-m,KCg-m_L,L
73337,Kenyon_Cell,KCab-m,KCab-m_L,L
73354,Kenyon_Cell,KCg-m,KCg-m_L,L
73442,Kenyon_Cell,KCab-m,KCab-m_R,R
73453,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
73457,Kenyon_Cell,KCg-m,KCg-m_R,R
73487,Kenyon_Cell,KCab-m,KCab-m_R,R
73508,Kenyon_Cell,KCab-c,KCab-c_R,R
73570,Kenyon_Cell,KCab-c,KCab-c_R,R
73583,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
73588,Kenyon_Cell,KCab-s,KCab-s_R,R
73645,Kenyon_Cell,KCab-m,KCab-m_R,R
73650,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
73721,Kenyon_Cell,KCab-s,KCab-s_R,R
73742,Kenyon_Cell,KCab-c,KCab-c_R,R
73744,Kenyon_Cell,KCg-m,KCg-m_L,L
73750,Kenyon_Cell,KCg-m,KCg-m_R,R
73783,Kenyon_Cell,KCg-m,KCg-m_L,L
73814,Kenyon_Cell,KCg-m,KCg-m_R,R
73850,Kenyon_Cell,KCg-m,KCg-m_R,R
73970,Kenyon_Cell,KCg-m,KCg-m_L,L
74016,Kenyon_Cell,KCab-m,KCab-m_L,L
74064,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
74094,Kenyon_Cell,KCg-d,KCg-d_R,R
74103,Kenyon_Cell,KCab-m,KCab-m_R,R
74106,Kenyon_Cell,KCab-m,KCab-m_R,R
74110,Kenyon_Cell,KCg-m,KCg-m_L,L
74116,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
74135,Kenyon_Cell,KCab-s,KCab-s_R,R
74141,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
74190,Kenyon_Cell,KCg-m,KCg-m_R,R
74203,Kenyon_Cell,KCg-m,KCg-m_L,L
74222,Kenyon_Cell,KCg-m,KCg-m_L,L
74239,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
74260,Kenyon_Cell,KCg-m,KCg-m_R,R
74269,Kenyon_Cell,KCg-d,KCg-d_R,R
74289,Kenyon_Cell,KCab-m,KCab-m_L,L
74301,Kenyon_Cell,KCab-m,KCab-m_R,R
74307,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
74328,Kenyon_Cell,KCab-c,KCab-c_R,R
74362,Kenyon_Cell,KCg-d,KCg-d_L,L
74368,Kenyon_Cell,KCg-m,KCg-m_R,R
74380,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
74403,Kenyon_Cell,KCg-m,KCg-m_R,R
74421,Kenyon_Cell,KCab-c,KCab-c_R,R
74434,Kenyon_Cell,KCg-m,KCg-m_L,L
74461,Kenyon_Cell,KCab-m,KCab-m_R,R
74518,Kenyon_Cell,KCab-s,KCab-s_L,L
74531,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
74542,Kenyon_Cell,KCg-d,KCg-d_R,R
74548,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
74549,Kenyon_Cell,KCab-s,KCab-s_L,L
74553,Kenyon_Cell,KCab-m,KCab-m_R,R
74568,Kenyon_Cell,KCab-c,KCab-c_R,R
74610,Kenyon_Cell,KCab-c,KCab-c_L,L
74620,Kenyon_Cell,KCab-m,KCab-m_L,L
74623,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
74663,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
74665,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
74668,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
74682,Kenyon_Cell,KCab-s,KCab-s_R,R
74683,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
74698,Kenyon_Cell,KCg-m,KCg-m_L,L
74708,Kenyon_Cell,KCg-m,KCg-m_L,L
74721,Kenyon_Cell,KCab-s,KCab-s_R,R
74740,Kenyon_Cell,KCab-s,KCab-s_R,R
74743,DAN,PAM08,PAM08(y4)_L,L
74760,Kenyon_Cell,KCab-c,KCab-c_L,L
74803,Kenyon_Cell,KCab-s,KCab-s_R,R
74812,Kenyon_Cell,KCab-s,KCab-s_R,R
74851,Kenyon_Cell,KCab-m,KCab-m_R,R
74856,DAN,PAM01,PAM01(y5)_L,L
74869,Kenyon_Cell,KCab-s,KCab-s_R,R
74899,Kenyon_Cell,KCab-m,KCab-m_R,R
74926,Kenyon_Cell,KCg-m,KCg-m_L,L
74992,Kenyon_Cell,KCg-m,KCg-m_L,L
75029,Kenyon_Cell,KCg-m,KCg-m_R,R
75031,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
75042,Kenyon_Cell,KCab-c,KCab-c_L,L
75045,Kenyon_Cell,KCg-m,KCg-m_R,R
75050,Kenyon_Cell,KCab-s,KCab-s_R,R
75053,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
75058,Kenyon_Cell,KCab-c,KCab-c_L,L
75066,Kenyon_Cell,KCab-c,KCab-c_R,R
75070,Kenyon_Cell,KCg-m,KCg-m_L,L
75072,Kenyon_Cell,KCg-m,KCg-m_R,R
75075,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
75106,Kenyon_Cell,KCab-c,KCab-c_R,R
75122,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
75149,Kenyon_Cell,KCab-s,KCab-s_R,R
75155,Kenyon_Cell,KCab-m,KCab-m_L,L
75181,Kenyon_Cell,KCab-s,KCab-s_L,L
75185,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
75216,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
75225,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
75260,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
75265,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
75288,Kenyon_Cell,KCg-m,KCg-m_R,R
75300,Kenyon_Cell,KCab-s,KCab-s_R,R
75310,Kenyon_Cell,KCg-m,KCg-m_L,L
75312,Kenyon_Cell,KCg-m,KCg-m_L,L
75347,Kenyon_Cell,KCg-m,KCg-m_L,L
75368,Kenyon_Cell,KCg-m,KCg-m_L,L
75384,Kenyon_Cell,KCab-s,KCab-s_R,R
75428,Kenyon_Cell,KCab-m,KCab-m_L,L
75446,Kenyon_Cell,KCab-s,KCab-s_L,L
75507,Kenyon_Cell,KCab-c,KCab-c_R,R
75513,Kenyon_Cell,KCg-m,KCg-m_L,L
75578,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
75597,Kenyon_Cell,KCg-m,KCg-m_L,L
75611,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
75650,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
75652,Kenyon_Cell,KCg-m,KCg-m_R,R
75718,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
75756,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
75758,Kenyon_Cell,KCg-m,KCg-m_L,L
75774,Kenyon_Cell,KCg-m,KCg-m_R,R
75780,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
75782,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
75802,Kenyon_Cell,KCab-c,KCab-c_R,R
75830,Kenyon_Cell,KCg-m,KCg-m_L,L
75880,Kenyon_Cell,KCg-m,KCg-m_R,R
75882,Kenyon_Cell,KCab-s,KCab-s_R,R
75907,Kenyon_Cell,KCg-m,KCg-m_L,L
75908,Kenyon_Cell,KCab-m,KCab-m_L,L
75922,DAN,PAM08,PAM08(y4)_L,L
75942,Kenyon_Cell,KCab-s,KCab-s_L,L
75958,Kenyon_Cell,KCab-m,KCab-m_L,L
75964,Kenyon_Cell,KCab-s,KCab-s_L,L
75968,Kenyon_Cell,KCab-m,KCab-m_L,L
75997,Kenyon_Cell,KCab-s,KCab-s_R,R
76005,Kenyon_Cell,KCab-c,KCab-c_R,R
76009,Kenyon_Cell,KCab-s,KCab-s_L,L
76023,Kenyon_Cell,KCg-d,KCg-d_R,R
76056,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
76063,Kenyon_Cell,KCg-m,KCg-m_R,R
76069,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
76072,Kenyon_Cell,KCab-s,KCab-s_L,L
76076,Kenyon_Cell,KCg-d,KCg-d_R,R
76085,Kenyon_Cell,KCg-m,KCg-m_L,L
76091,Kenyon_Cell,KCab-p,KCab-p_L,L
76122,Kenyon_Cell,KCg-m,KCg-m_L,L
76203,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
76265,Kenyon_Cell,KCab-m,KCab-m_R,R
76271,Kenyon_Cell,KCab-s,KCab-s_R,R
76272,Kenyon_Cell,KCab-c,KCab-c_R,R
76287,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
76299,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
76309,Kenyon_Cell,KCg-m,KCg-m_L,L
76317,Kenyon_Cell,KCg-m,KCg-m_R,R
76352,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
76354,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
76362,DAN,PAM08,PAM08(y4)_L,L
76370,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
76429,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
76431,Kenyon_Cell,KCg-m,KCg-m_L,L
76436,Kenyon_Cell,KCab-s,KCab-s_R,R
76443,Kenyon_Cell,KCg-m,KCg-m_R,R
76444,Kenyon_Cell,KCab-c,KCab-c_R,R
76455,Kenyon_Cell,KCg-d,KCg-d_L,L
76476,Kenyon_Cell,KCg-m,KCg-m_L,L
76488,Kenyon_Cell,KCg-m,KCg-m_L,L
76493,Kenyon_Cell,KCg-m,KCg-m_R,R
76508,Kenyon_Cell,KCg-m,KCg-m_L,L
76523,Kenyon_Cell,KCab-s,KCab-s_R,R
76531,Kenyon_Cell,KCab-c,KCab-c_R,R
76564,Kenyon_Cell,KCg-m,KCg-m_L,L
76566,Kenyon_Cell,KCab-m,KCab-m_L,L
76582,Kenyon_Cell,KCab-s,KCab-s_R,R
76585,MBON,MBON25-like,MBON25-like(y2)_R,R
76587,Kenyon_Cell,KCg-m,KCg-m_R,R
76593,Kenyon_Cell,KCab-s,KCab-s_R,R
76594,Kenyon_Cell,KCab-m,KCab-m_L,L
76605,Kenyon_Cell,KCab-m,KCab-m_L,L
76608,Kenyon_Cell,KCab-m,KCab-m_L,L
76615,Kenyon_Cell,KCab-m,KCab-m_R,R
76648,Kenyon_Cell,KCab-s,KCab-s_R,R
76660,Kenyon_Cell,KCab-s,KCab-s_R,R
76665,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
76676,Kenyon_Cell,KCab-m,KCab-m_L,L
76688,Kenyon_Cell,KCab-p,KCab-p_L,L
76702,Kenyon_Cell,KCab-p,KCab-p_R,R
76727,Kenyon_Cell,KCab-m,KCab-m_L,L
76750,Kenyon_Cell,KCab-s,KCab-s_R,R
76774,Kenyon_Cell,KCab-m,KCab-m_L,L
76807,Kenyon_Cell,KCab-c,KCab-c_R,R
76811,Kenyon_Cell,KCab-s,KCab-s_R,R
76837,Kenyon_Cell,KCg-m,KCg-m_R,R
76850,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
76862,Kenyon_Cell,KCab-s,KCab-s_R,R
76867,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
76889,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
76898,Kenyon_Cell,KCab-s,KCab-s_R,R
76933,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
76949,Kenyon_Cell,KCg-m,KCg-m_L,L
76973,Kenyon_Cell,KCg-m,KCg-m_R,R
76984,Kenyon_Cell,KCab-p,KCab-p_R,R
77022,Kenyon_Cell,KCab-c,KCab-c_R,R
77054,Kenyon_Cell,KCg-m,KCg-m_R,R
77060,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
77068,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
77076,Kenyon_Cell,KCab-s,KCab-s_L,L
77093,Kenyon_Cell,KCg-m,KCg-m_L,L
77108,Kenyon_Cell,KCg-m,KCg-m_L,L
77126,Kenyon_Cell,KCg-m,KCg-m_R,R
77131,Kenyon_Cell,KCab-c,KCab-c_R,R
77132,Kenyon_Cell,KCg-m,KCg-m_R,R
77158,Kenyon_Cell,KCg-m,KCg-m_R,R
77164,Kenyon_Cell,KCab-c,KCab-c_R,R
77199,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
77219,Kenyon_Cell,KCab-s,KCab-s_R,R
77281,Kenyon_Cell,KCg-m,KCg-m_R,R
77324,Kenyon_Cell,KCab-c,KCab-c_R,R
77367,Kenyon_Cell,KCg-m,KCg-m_L,L
77382,Kenyon_Cell,KCab-m,KCab-m_R,R
77390,Kenyon_Cell,KCab-s,KCab-s_R,R
77409,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
77433,Kenyon_Cell,KCab-s,KCab-s_R,R
77442,Kenyon_Cell,KCg-m,KCg-m_R,R
77449,Kenyon_Cell,KCg-m,KCg-m_R,R
77451,Kenyon_Cell,KCg-m,KCg-m_R,R
77454,Kenyon_Cell,KCg-m,KCg-m_L,L
77479,Kenyon_Cell,KCg-m,KCg-m_R,R
77505,Kenyon_Cell,KCab-m,KCab-m_L,L
77523,Kenyon_Cell,KCg-m,KCg-m_R,R
77539,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
77628,Kenyon_Cell,KCg-m,KCg-m_L,L
77631,Kenyon_Cell,KCg-m,KCg-m_L,L
77637,Kenyon_Cell,KCg-m,KCg-m_R,R
77679,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
77719,Kenyon_Cell,KCg-m,KCg-m_L,L
77729,Kenyon_Cell,KCab-s,KCab-s_R,R
77735,Kenyon_Cell,KCab-c,KCab-c_R,R
77755,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
77760,Kenyon_Cell,KCab-s,KCab-s_R,R
77790,Kenyon_Cell,KCab-c,KCab-c_R,R
77810,Kenyon_Cell,KCab-m,KCab-m_R,R
77858,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
77914,Kenyon_Cell,KCab-s,KCab-s_L,L
77975,Kenyon_Cell,KCg-m,KCg-m_R,R
78013,Kenyon_Cell,KCab-s,KCab-s_R,R
78060,Kenyon_Cell,KCab-s,KCab-s_R,R
78066,Kenyon_Cell,KCg-m,KCg-m_L,L
78073,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
78097,Kenyon_Cell,KCab-s,KCab-s_R,R
78118,Kenyon_Cell,KCab-c,KCab-c_L,L
78147,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
78150,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
78155,Kenyon_Cell,KCab-c,KCab-c_R,R
78189,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
78194,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
78203,Kenyon_Cell,KCab-s,KCab-s_R,R
78222,Kenyon_Cell,KCab-m,KCab-m_L,L
78234,Kenyon_Cell,KCab-s,KCab-s_R,R
78251,Kenyon_Cell,KCg-m,KCg-m_R,R
78261,Kenyon_Cell,KCab-m,KCab-m_L,L
78356,Kenyon_Cell,KCab-s,KCab-s_R,R
78359,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
78361,Kenyon_Cell,KCg-m,KCg-m_R,R
78363,Kenyon_Cell,KCab-m,KCab-m_L,L
78379,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
78458,Kenyon_Cell,KCg-m,KCg-m_R,R
78476,Kenyon_Cell,KCab-c,KCab-c_L,L
78480,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
78483,Kenyon_Cell,KCg-m,KCg-m_L,L
78494,Kenyon_Cell,KCab-c,KCab-c_R,R
78512,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
78514,Kenyon_Cell,KCg-m,KCg-m_L,L
78531,Kenyon_Cell,KCab-m,KCab-m_R,R
78544,Kenyon_Cell,KCab-s,KCab-s_R,R
78589,Kenyon_Cell,KCab-s,KCab-s_R,R
78747,Kenyon_Cell,KCab-s,KCab-s_L,L
78768,Kenyon_Cell,KCg-d,KCg-d_R,R
78772,Kenyon_Cell,KCab-c,KCab-c_R,R
78803,Kenyon_Cell,KCab-s,KCab-s_R,R
78811,Kenyon_Cell,KCg-m,KCg-m_R,R
78858,Kenyon_Cell,KCg-m,KCg-m_R,R
78862,Kenyon_Cell,KCg-m,KCg-m_L,L
78872,Kenyon_Cell,KCg-m,KCg-m_L,L
78880,Kenyon_Cell,KCg-m,KCg-m_L,L
78909,Kenyon_Cell,KCab-c,KCab-c_R,R
78920,Kenyon_Cell,KCg-m,KCg-m_R,R
78924,Kenyon_Cell,KCab-s,KCab-s_R,R
78928,Kenyon_Cell,KCab-s,KCab-s_R,R
78946,Kenyon_Cell,KCab-s,KCab-s_R,R
78959,Kenyon_Cell,KCab-m,KCab-m_R,R
78984,Kenyon_Cell,KCab-s,KCab-s_R,R
78992,Kenyon_Cell,KCg-m,KCg-m_L,L
78997,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
79013,Kenyon_Cell,KCab-m,KCab-m_L,L
79038,Kenyon_Cell,KCab-c,KCab-c_R,R
79052,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
79092,Kenyon_Cell,KCab-c,KCab-c_R,R
79184,Kenyon_Cell,KCab-p,KCab-p_R,R
79199,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
79203,Kenyon_Cell,KCab-c,KCab-c_R,R
79218,Kenyon_Cell,KCab-c,KCab-c_L,L
79224,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
79275,Kenyon_Cell,KCg-m,KCg-m_L,L
79299,Kenyon_Cell,KCab-s,KCab-s_L,L
79362,Kenyon_Cell,KCg-s3,KCg-s3_R,R
79364,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
79372,Kenyon_Cell,KCg-m,KCg-m_R,R
79419,Kenyon_Cell,KCg-d,KCg-d_L,L
79444,Kenyon_Cell,KCg-m,KCg-m_R,R
79476,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
79504,Kenyon_Cell,KCab-c,KCab-c_R,R
79508,Kenyon_Cell,KCab-s,KCab-s_R,R
79522,Kenyon_Cell,KCab-p,KCab-p_R,R
79536,Kenyon_Cell,KCab-s,KCab-s_R,R
79562,Kenyon_Cell,KCab-c,KCab-c_R,R
79590,Kenyon_Cell,KCab-c,KCab-c_R,R
79622,Kenyon_Cell,KCg-m,KCg-m_L,L
79653,Kenyon_Cell,KCg-m,KCg-m_R,R
79656,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
79684,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
79690,Kenyon_Cell,KCg-m,KCg-m_L,L
79735,Kenyon_Cell,KCab-c,KCab-c_R,R
79761,Kenyon_Cell,KCg-m,KCg-m_L,L
79776,Kenyon_Cell,KCg-m,KCg-m_L,L
79777,Kenyon_Cell,KCab-c,KCab-c_R,R
79783,Kenyon_Cell,KCg-m,KCg-m_L,L
79793,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
79795,Kenyon_Cell,KCab-m,KCab-m_L,L
79821,Kenyon_Cell,KCab-s,KCab-s_R,R
79831,Kenyon_Cell,KCab-c,KCab-c_L,L
79832,Kenyon_Cell,KCg-m,KCg-m_R,R
79846,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
79860,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
79877,Kenyon_Cell,KCab-c,KCab-c_R,R
79893,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
79899,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
79911,Kenyon_Cell,KCab-m,KCab-m_L,L
79920,Kenyon_Cell,KCab-c,KCab-c_R,R
79931,Kenyon_Cell,KCg-m,KCg-m_R,R
79945,Kenyon_Cell,KCab-c,KCab-c_R,R
79950,Kenyon_Cell,KCg-m,KCg-m_L,L
79972,Kenyon_Cell,KCab-m,KCab-m_R,R
80009,Kenyon_Cell,KCab-c,KCab-c_R,R
80013,Kenyon_Cell,KCab-s,KCab-s_R,R
80027,Kenyon_Cell,KCg-m,KCg-m_R,R
80076,Kenyon_Cell,KCab-m,KCab-m_L,L
80079,Kenyon_Cell,KCg-m,KCg-m_R,R
80082,Kenyon_Cell,KCab-s,KCab-s_R,R
80083,Kenyon_Cell,KCg-m,KCg-m_R,R
80094,Kenyon_Cell,KCg-m,KCg-m_L,L
80123,Kenyon_Cell,KCg-m,KCg-m_R,R
80128,Kenyon_Cell,KCg-s4,KCg-s4_R,R
80131,Kenyon_Cell,KCab-s,KCab-s_R,R
80143,Kenyon_Cell,KCg-m,KCg-m_L,L
80155,Kenyon_Cell,KCab-s,KCab-s_R,R
80168,Kenyon_Cell,KCab-c,KCab-c_R,R
80172,Kenyon_Cell,KCab-s,KCab-s_R,R
80201,Kenyon_Cell,KCab-s,KCab-s_R,R
80274,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
80309,Kenyon_Cell,KCab-m,KCab-m_L,L
80325,Kenyon_Cell,KCg-m,KCg-m_L,L
80348,Kenyon_Cell,KCab-m,KCab-m_L,L
80380,Kenyon_Cell,KCg-m,KCg-m_L,L
80382,Kenyon_Cell,KCab-c,KCab-c_R,R
80395,Kenyon_Cell,KCab-c,KCab-c_L,L
80397,Kenyon_Cell,KCg-m,KCg-m_R,R
80409,Kenyon_Cell,KCab-m,KCab-m_L,L
80532,Kenyon_Cell,KCg-m,KCg-m_L,L
80539,Kenyon_Cell,KCab-s,KCab-s_R,R
80543,Kenyon_Cell,KCab-p,KCab-p_R,R
80562,Kenyon_Cell,KCab-s,KCab-s_R,R
80566,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
80611,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
